Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
Morocco,Marrakech,2018,122.44,64.19,131.65,2.49,1.52,4.62,4.88,285.83,9939.58,138.5,32.12,77.41
Morocco,Marrakech,2018,162.39,92.42,173.93,2.71,1.76,9.36,9.61,148.87,11542.87,212.9,31.04,74.47
Morocco,Marrakech,2018,79.76,33.05,58.19,4.14,2.54,10.54,5.3,395.89,1358.07,179.0,42.12,80.47
Morocco,Marrakech,2018,78.33,52.47,66.68,1.25,1.78,10.81,3.01,83.07,6791.03,144.76,37.28,79.94
Morocco,Marrakech,2018,174.7,91.93,176.52,3.21,0.48,10.97,4.87,148.85,6268.1,172.1,31.96,73.65
Morocco,Marrakech,2018,214.28,142.76,213.3,3.47,2.88,13.93,5.26,241.34,14589.3,204.32,30.58,71.2
Morocco,Marrakech,2018,146.95,71.72,152.23,2.49,0.45,12.35,6.96,390.78,3369.46,213.12,35.48,75.98
Morocco,Marrakech,2018,145.71,63.6,117.95,3.46,1.83,10.9,9.39,126.79,2817.13,212.24,39.21,75.54
Morocco,Marrakech,2018,163.18,88.38,143.37,1.88,2.11,9.37,5.95,96.14,9473.31,184.39,34.97,74.31
Morocco,Marrakech,2018,143.16,95.19,124.98,4.2,0.96,6.19,3.3,321.28,14043.73,123.95,24.64,76.1
Morocco,Marrakech,2018,107.29,49.09,116.76,1.69,1.24,5.8,5.21,204.89,10607.24,138.11,31.41,78.26
Morocco,Marrakech,2018,61.41,37.62,45.89,1.76,1.87,7.17,5.25,247.72,3669.17,133.27,40.17,81.4
Morocco,Marrakech,2019,141.9,64.41,131.82,2.27,2.34,10.03,8.17,95.59,3962.69,180.35,40.77,75.73
Morocco,Marrakech,2019,147.62,73.44,106.66,2.69,0.4,7.52,4.04,311.37,11248.1,160.3,27.26,75.78
Morocco,Marrakech,2019,71.99,43.33,53.31,2.24,2.0,5.11,8.21,82.02,2823.29,158.01,40.93,80.36
Morocco,Marrakech,2019,142.71,64.53,155.77,3.68,0.53,6.64,9.86,73.84,5898.58,210.17,32.0,75.63
Morocco,Marrakech,2019,143.19,80.81,144.18,2.97,0.68,6.48,3.11,297.18,12738.72,149.62,26.33,76.05
Morocco,Marrakech,2019,138.11,73.5,97.48,2.12,2.97,9.53,5.18,309.42,9779.63,159.3,37.02,76.41
Morocco,Marrakech,2019,199.04,127.93,186.54,2.08,0.81,13.86,5.93,62.36,13665.09,222.06,26.7,71.86
Morocco,Marrakech,2019,120.15,55.89,95.84,2.6,0.33,7.02,3.68,61.18,1875.93,141.62,36.52,77.11
Morocco,Marrakech,2019,84.25,35.03,64.78,2.17,0.71,5.68,6.89,154.14,1227.34,156.98,38.74,79.69
Morocco,Marrakech,2019,99.82,62.99,74.34,4.28,2.02,6.2,5.26,360.39,3351.66,153.9,38.42,79.07
Morocco,Marrakech,2019,123.0,51.45,91.53,2.08,1.05,10.1,6.85,60.74,4306.34,194.44,36.76,76.92
Morocco,Marrakech,2019,177.74,120.27,140.09,3.03,2.68,13.37,7.78,104.85,12808.22,242.66,32.21,73.36
Morocco,Marrakech,2019,133.37,90.48,131.39,4.13,1.97,5.54,5.68,308.46,10819.73,157.65,30.97,76.73
Morocco,Marrakech,2019,83.98,38.86,74.36,0.67,1.23,6.56,7.33,217.86,6354.59,180.75,36.68,79.84
Morocco,Marrakech,2019,146.99,102.64,143.23,3.41,1.13,8.59,8.9,103.04,9239.94,205.84,30.73,75.41
Morocco,Marrakech,2020,138.27,76.66,124.01,4.1,1.19,4.35,4.82,345.94,14473.7,142.29,24.99,76.47
Morocco,Marrakech,2020,85.71,38.95,75.75,0.58,1.78,7.46,5.8,263.04,8394.77,172.78,36.36,79.81
Morocco,Marrakech,2020,133.1,74.33,131.69,2.84,0.79,10.45,4.71,284.53,6496.0,185.41,33.04,76.7
Morocco,Marrakech,2020,96.5,55.62,99.97,1.8,1.53,10.84,9.17,346.85,3283.82,208.5,39.51,79.26
Morocco,Marrakech,2020,114.93,69.7,86.95,1.06,2.62,12.6,7.06,107.28,3436.77,214.6,43.35,77.55
Morocco,Marrakech,2020,154.93,79.57,137.77,2.2,2.09,13.38,6.48,64.59,4146.94,207.51,39.93,74.8
Morocco,Marrakech,2020,153.54,88.52,166.46,2.17,0.97,10.81,6.71,108.09,4983.21,207.78,35.75,74.98
Morocco,Marrakech,2020,179.02,112.27,147.89,3.3,2.14,13.54,5.22,177.16,14105.29,238.04,29.0,73.42
Morocco,Marrakech,2020,95.26,44.41,84.67,2.92,1.25,9.97,5.1,198.52,2451.76,160.44,38.38,79.05
Morocco,Marrakech,2020,147.07,65.43,110.92,3.83,0.45,7.63,9.73,81.74,3063.35,192.78,34.44,75.36
Morocco,Marrakech,2020,197.4,100.16,185.52,4.2,1.94,10.79,7.83,174.56,13885.96,209.92,27.74,72.19
Morocco,Marrakech,2020,130.74,86.33,122.99,1.63,2.73,6.43,9.37,134.33,6162.57,194.62,40.39,76.55
Morocco,Marrakech,2020,173.93,109.55,132.73,3.62,2.63,12.27,6.43,316.76,7708.23,211.57,36.58,74.04
Morocco,Marrakech,2020,170.75,73.92,140.63,3.48,0.35,6.95,3.83,170.2,10716.56,156.58,26.85,73.96
Morocco,Marrakech,2020,141.51,71.66,155.66,2.18,1.64,12.29,8.27,175.79,2053.97,198.19,40.69,75.92
Morocco,Marrakech,2020,164.81,87.75,150.39,1.64,1.73,9.64,8.52,104.86,8300.27,221.99,35.24,74.22
Morocco,Marrakech,2020,119.38,62.36,93.35,2.04,0.67,12.66,7.15,335.81,3552.93,198.98,36.4,77.71
Morocco,Marrakech,2020,113.37,55.61,86.86,0.99,1.59,13.71,7.69,254.99,1266.31,199.93,42.51,77.95
Morocco,Marrakech,2021,105.95,62.44,87.56,2.9,2.18,5.39,9.79,233.74,4979.1,174.75,38.67,78.4
Morocco,Marrakech,2021,134.71,57.93,105.61,1.67,1.43,10.48,5.04,345.88,7458.06,175.2,35.17,76.71
Morocco,Marrakech,2021,172.63,115.15,175.24,1.04,0.92,8.2,7.33,154.53,13245.67,215.01,28.47,73.8
Morocco,Marrakech,2021,81.76,48.47,77.29,0.8,2.96,13.3,4.58,270.29,813.85,173.76,47.28,80.09
Morocco,Marrakech,2021,156.94,96.82,161.67,2.27,1.2,13.12,9.24,236.84,4690.01,242.84,36.63,75.01
Morocco,Marrakech,2021,176.89,96.09,165.05,3.19,0.5,11.06,6.14,390.4,12540.58,204.07,25.76,73.99
Morocco,Marrakech,2021,146.94,59.84,134.46,1.63,0.52,7.12,4.09,120.22,10254.93,139.42,29.66,75.44
Morocco,Marrakech,2021,151.87,80.91,166.63,1.37,1.33,6.98,6.31,64.05,12964.34,186.4,29.64,75.0
Morocco,Marrakech,2021,155.07,95.34,125.4,4.45,2.44,8.79,6.31,290.18,11869.96,188.36,31.0,75.24
Morocco,Marrakech,2021,118.88,54.92,106.55,0.97,1.07,11.61,6.28,379.17,6089.26,187.41,36.14,77.83
Morocco,Marrakech,2021,102.7,61.78,101.56,1.66,2.35,4.32,7.56,111.62,1415.63,150.1,43.96,78.38
Morocco,Marrakech,2021,135.49,88.8,103.3,2.36,2.9,13.29,5.56,168.11,11358.82,207.52,34.99,76.3
Morocco,Marrakech,2021,187.07,103.49,132.74,2.29,1.66,12.37,7.07,382.44,12093.35,206.67,30.6,73.29
Morocco,Marrakech,2021,172.68,92.14,129.06,2.6,1.22,13.71,8.98,129.47,13365.25,274.88,27.7,73.75
Morocco,Marrakech,2021,123.87,65.39,113.67,4.07,1.22,6.59,3.3,261.06,6422.04,119.98,33.18,77.26
Morocco,Marrakech,2021,95.44,63.7,85.23,0.83,2.93,5.67,5.61,163.22,1105.81,140.81,46.84,78.96
Morocco,Marrakech,2021,131.54,61.97,99.69,2.57,0.85,4.68,8.8,101.16,6753.33,188.52,33.24,76.43
Morocco,Marrakech,2021,166.14,98.67,126.28,2.32,1.75,10.33,8.84,242.26,14178.82,213.71,28.76,74.41
Morocco,Marrakech,2022,149.33,87.7,107.93,3.12,2.55,11.27,8.53,222.2,9502.07,210.93,35.02,75.49
Morocco,Marrakech,2022,128.77,51.58,123.02,2.6,0.33,8.79,4.12,382.74,8415.5,160.5,29.99,77.18
Morocco,Marrakech,2022,105.83,69.81,92.66,4.02,1.03,9.64,6.38,113.98,911.76,170.82,38.17,78.17
Morocco,Marrakech,2022,111.38,57.42,104.87,2.78,1.17,11.65,8.69,220.27,2461.01,199.05,38.27,78.02
Morocco,Marrakech,2022,65.65,44.31,55.45,1.76,1.69,7.49,5.76,91.67,4208.32,169.97,39.1,80.81
Morocco,Marrakech,2022,113.3,49.53,104.19,2.01,0.54,6.56,6.76,197.3,7863.93,183.4,31.74,77.84
Morocco,Marrakech,2022,108.88,71.33,108.07,1.34,2.41,6.34,3.08,345.09,13324.11,124.82,32.57,78.43
Morocco,Marrakech,2022,159.33,66.48,162.68,2.32,0.47,11.89,8.15,79.62,3365.57,198.09,35.71,74.54
Morocco,Marrakech,2022,162.21,99.91,134.17,3.83,1.16,8.75,9.37,372.52,12310.47,201.83,27.36,74.93
Morocco,Marrakech,2022,200.55,137.04,206.8,1.83,1.38,11.71,7.23,214.96,13761.27,222.56,28.54,72.06
Morocco,Marrakech,2022,85.61,52.35,82.49,1.66,2.32,5.3,4.06,326.34,14513.97,145.19,30.79,79.95
Morocco,Marrakech,2022,167.27,87.63,148.58,2.9,0.57,4.19,7.66,253.11,12749.75,147.05,26.04,74.36
Morocco,Marrakech,2022,111.07,70.01,94.26,2.31,2.37,10.35,6.93,345.62,3556.34,171.98,41.23,78.29
Morocco,Marrakech,2022,129.77,67.01,101.45,3.12,0.49,5.58,3.0,148.36,13116.45,113.59,25.24,76.65
Morocco,Marrakech,2022,169.65,70.67,134.31,3.97,1.22,7.02,5.45,296.89,12292.53,161.37,27.4,74.28
Morocco,Marrakech,2022,104.2,70.41,78.1,0.96,0.81,12.08,3.0,320.83,5387.69,168.95,36.07,78.69
Morocco,Marrakech,2022,119.05,54.38,99.83,0.95,2.58,13.19,9.24,278.26,9661.5,256.62,37.13,77.62
Morocco,Marrakech,2022,136.37,71.2,109.35,2.15,2.81,9.74,7.94,219.68,12580.46,204.04,33.71,76.35
Morocco,Marrakech,2022,140.15,88.13,124.36,2.28,2.76,7.91,6.96,111.33,10476.72,192.77,35.52,75.88
Morocco,Marrakech,2022,108.65,72.42,104.43,2.82,0.32,4.2,5.38,377.2,13123.35,126.4,25.02,78.51
Morocco,Marrakech,2023,146.52,93.69,142.76,2.46,0.85,4.28,5.14,168.1,13704.4,162.7,26.37,75.57
Morocco,Marrakech,2023,189.59,104.93,172.68,1.15,1.85,7.78,8.97,85.82,13775.79,192.76,30.63,72.53
Morocco,Marrakech,2023,134.81,66.41,128.87,2.9,2.24,11.24,8.65,221.9,7286.16,214.48,36.53,76.46
Morocco,Marrakech,2023,106.21,54.66,78.99,2.19,2.46,7.72,3.98,106.06,5724.85,155.21,39.48,78.13
Morocco,Marrakech,2023,139.56,89.89,145.88,2.26,2.97,5.69,8.89,101.8,11487.53,180.06,35.17,75.9
Morocco,Marrakech,2023,113.38,76.23,99.66,3.96,2.72,9.18,4.05,377.1,11942.6,173.1,32.26,78.2
Morocco,Marrakech,2023,83.87,43.0,84.71,0.9,2.57,8.55,5.65,153.38,1216.88,150.78,45.61,79.72
Morocco,Marrakech,2023,194.74,84.46,194.32,2.24,0.72,9.8,9.46,119.61,14896.38,243.55,25.02,72.26
Morocco,Marrakech,2023,131.9,71.3,120.81,2.03,0.49,4.33,5.36,359.08,11735.62,129.94,27.69,76.92
Morocco,Marrakech,2023,159.51,106.4,134.48,1.38,1.43,8.5,3.14,163.55,13882.98,150.32,29.03,74.69
Morocco,Marrakech,2023,166.67,73.79,132.26,1.26,1.34,4.78,9.31,202.82,9787.05,192.44,32.98,74.29
Morocco,Marrakech,2023,98.21,60.44,70.7,1.11,2.4,12.1,4.99,186.45,5625.48,174.89,40.47,78.83
Morocco,Marrakech,2023,148.36,96.47,130.79,2.28,1.6,12.5,7.18,321.5,10768.4,230.73,31.77,75.75
Morocco,Marrakech,2023,64.51,40.2,69.56,1.25,1.24,8.21,6.02,290.22,5633.14,167.33,36.85,81.28
Morocco,Marrakech,2023,169.47,97.18,154.43,1.36,0.39,11.65,5.04,242.54,6757.13,194.69,33.05,74.19
Morocco,Rabat,2014,121.21,70.43,123.13,3.91,1.54,5.37,3.42,118.21,10629.39,133.87,30.08,77.16
Morocco,Rabat,2014,125.0,52.25,106.15,1.47,2.39,9.93,8.58,307.01,1196.06,202.63,44.51,77.28
Morocco,Rabat,2014,89.69,55.35,88.24,1.69,0.99,9.39,9.41,367.55,2022.53,222.47,39.26,79.76
Morocco,Rabat,2014,72.62,30.64,64.12,1.01,2.37,5.76,7.28,97.03,3441.17,136.76,42.67,80.35
Morocco,Rabat,2014,142.24,90.15,154.45,4.35,1.27,5.96,3.41,268.76,9503.91,144.0,29.95,76.05
Morocco,Rabat,2014,119.57,54.2,102.28,0.97,2.71,7.53,8.52,287.83,12628.47,188.87,34.54,77.6
Morocco,Rabat,2014,90.81,48.33,72.02,3.72,0.55,7.31,8.13,343.61,1791.87,170.17,36.14,79.63
Morocco,Rabat,2014,137.07,84.47,146.11,4.42,0.86,12.39,3.56,228.04,7244.97,182.21,30.91,76.32
Morocco,Rabat,2014,155.85,96.55,122.09,2.02,2.51,8.75,9.05,197.06,13263.66,212.09,32.25,75.0
Morocco,Rabat,2014,150.34,85.14,146.31,3.56,1.9,13.19,9.94,296.04,9046.89,267.54,33.09,75.57
Morocco,Rabat,2014,135.06,82.31,107.16,3.55,2.15,5.81,6.82,371.94,5390.22,161.27,37.5,76.74
Morocco,Rabat,2014,96.07,61.05,71.05,2.74,1.25,13.35,4.78,133.35,1806.26,169.79,39.2,78.86
Morocco,Rabat,2015,103.22,46.2,93.02,2.41,2.72,4.81,7.45,292.45,4080.92,156.09,41.68,78.7
Morocco,Rabat,2015,102.29,52.54,104.09,1.74,0.69,8.37,5.31,269.12,12307.31,185.07,28.02,78.72
Morocco,Rabat,2015,162.66,83.85,172.05,0.53,2.4,13.35,8.28,210.21,7092.72,233.63,39.57,74.58
Morocco,Rabat,2015,87.51,44.47,74.87,1.05,1.06,4.63,7.8,250.8,5211.15,153.06,36.9,79.67
Morocco,Rabat,2015,98.43,57.47,88.18,1.51,2.21,5.4,4.86,270.09,13098.56,148.7,32.02,78.98
Morocco,Rabat,2015,181.13,119.55,186.4,4.45,2.99,8.97,7.35,235.8,10342.64,185.81,34.18,73.4
Morocco,Rabat,2015,154.26,77.59,134.83,4.03,0.57,11.18,3.75,214.84,12897.58,184.65,24.77,75.15
Morocco,Rabat,2015,135.4,92.12,94.83,3.42,2.04,6.23,5.34,248.46,10826.03,159.34,31.88,76.47
Morocco,Rabat,2015,127.85,64.79,107.89,3.74,1.42,7.95,7.25,219.37,898.47,147.9,39.62,76.92
Morocco,Rabat,2015,73.84,38.75,56.84,1.12,2.79,8.52,4.79,375.33,1571.66,154.62,45.68,80.83
Morocco,Rabat,2015,147.31,84.52,138.36,2.89,1.72,7.28,7.83,72.84,7383.54,177.4,34.87,75.32
Morocco,Rabat,2015,78.8,36.86,85.44,1.14,2.25,8.4,6.35,142.07,7709.05,195.54,37.89,80.03
Morocco,Rabat,2015,134.3,64.33,112.58,1.92,2.8,8.92,4.73,296.33,9445.44,177.06,37.05,76.64
Morocco,Rabat,2015,134.96,59.42,95.86,2.46,2.4,13.31,9.58,191.98,3744.11,255.04,41.01,76.39
Morocco,Rabat,2015,122.48,75.52,129.83,0.83,1.43,10.02,4.02,173.68,7655.29,153.57,35.8,77.18
Morocco,Rabat,2015,186.44,109.81,135.34,0.74,2.72,11.84,9.37,271.97,14076.73,241.67,33.36,73.11
Morocco,Rabat,2016,207.26,117.93,218.91,4.15,2.21,9.72,8.47,267.19,14509.73,214.05,27.98,71.72
Morocco,Rabat,2016,158.12,68.57,148.17,2.8,2.11,5.73,8.78,119.38,9263.97,196.33,34.27,74.7
Morocco,Rabat,2016,123.42,72.24,94.27,2.0,1.86,5.41,9.4,99.15,1660.3,170.6,41.91,76.97
Morocco,Rabat,2016,107.57,47.74,99.91,3.66,1.79,9.98,5.22,204.68,6412.05,183.24,35.3,78.24
Morocco,Rabat,2016,116.59,68.25,110.0,3.85,2.27,10.82,8.33,381.55,5282.16,190.61,37.68,77.99
Morocco,Rabat,2016,139.55,70.82,144.01,2.08,2.69,11.83,8.27,336.88,7764.2,204.83,38.23,76.37
Morocco,Rabat,2016,45.98,30.66,49.46,1.28,1.29,8.22,3.94,282.52,2041.27,143.28,40.54,82.5
Morocco,Rabat,2016,108.12,68.81,101.46,2.39,1.85,10.81,6.99,383.56,4738.4,201.62,38.44,78.56
Morocco,Rabat,2016,144.37,68.32,151.09,2.56,1.08,5.3,9.13,220.26,11924.88,198.74,28.74,75.82
Morocco,Rabat,2016,201.84,104.13,188.93,4.26,2.83,12.14,6.45,399.28,13372.65,214.98,30.85,72.34
Morocco,Rabat,2016,120.65,79.36,111.43,2.12,0.85,7.76,6.11,219.06,1978.82,152.39,38.46,77.39
Morocco,Rabat,2016,148.11,65.6,137.56,2.05,2.96,8.81,4.56,110.97,9398.04,181.14,37.44,75.35
Morocco,Rabat,2016,112.69,66.83,102.0,3.43,1.73,9.25,5.28,264.13,2945.09,176.26,38.81,78.02
Morocco,Rabat,2016,149.36,71.17,133.3,4.36,0.69,6.74,6.87,129.91,7820.26,183.54,29.88,75.3
Morocco,Rabat,2016,154.6,63.66,152.28,0.77,1.32,9.16,3.52,170.31,14317.59,153.32,28.88,75.03
Morocco,Rabat,2017,201.92,98.25,204.78,3.67,1.0,6.95,7.53,164.48,14032.56,183.88,25.29,71.87
Morocco,Rabat,2017,113.17,61.18,104.59,1.67,2.12,8.83,8.05,390.24,7857.99,181.7,36.84,78.24
Morocco,Rabat,2017,167.07,93.98,155.06,1.97,2.85,12.77,8.54,166.68,6080.4,249.61,40.5,74.2
Morocco,Rabat,2017,117.1,54.84,86.52,1.79,2.7,8.96,6.91,186.94,12889.92,197.0,33.42,77.57
Morocco,Rabat,2017,166.06,98.87,129.64,3.8,0.47,9.63,7.48,399.86,9492.47,215.02,28.11,74.73
Morocco,Rabat,2017,110.6,46.38,101.93,1.43,2.32,6.89,8.35,97.67,11004.06,196.4,34.52,77.82
Morocco,Rabat,2017,169.41,110.25,149.26,3.37,2.74,4.7,8.36,103.14,13934.18,197.7,30.91,73.91
Morocco,Rabat,2017,115.42,77.43,84.67,3.72,1.1,9.87,3.71,153.85,3319.26,147.0,36.24,77.61
Morocco,Rabat,2017,104.73,55.96,91.96,2.68,2.19,13.34,5.74,370.12,3224.81,199.28,40.66,78.76
Morocco,Rabat,2017,129.52,84.82,95.19,4.17,1.63,13.47,4.67,265.86,9575.35,190.13,31.15,76.9
Morocco,Rabat,2017,107.13,49.17,95.55,3.1,0.52,4.08,8.03,167.08,1516.8,143.9,36.96,78.19
Morocco,Rabat,2017,120.18,55.69,118.8,3.31,1.24,8.99,5.79,294.09,11442.54,194.23,28.97,77.58
Morocco,Rabat,2017,53.84,34.27,46.96,0.5,1.47,4.26,5.48,339.83,3831.17,124.33,40.08,82.09
Morocco,Rabat,2017,113.46,48.57,81.79,1.77,1.59,4.84,6.81,220.7,6106.27,167.43,36.89,77.88
Morocco,Rabat,2017,165.55,102.82,134.87,4.03,2.12,8.4,3.32,142.6,13314.81,142.63,29.01,74.25
Morocco,Rabat,2018,56.63,27.66,52.62,0.91,1.25,5.69,6.29,318.19,2882.24,163.59,39.96,81.86
Morocco,Rabat,2018,110.41,63.65,89.94,4.3,2.89,11.12,4.43,328.34,3462.3,183.44,40.92,78.3
Morocco,Rabat,2018,153.28,65.16,114.42,1.41,0.63,7.39,8.76,261.58,12691.35,202.12,27.77,75.3
Morocco,Rabat,2018,118.42,67.76,107.74,2.39,0.84,11.6,4.29,291.64,7019.16,191.54,33.1,77.69
Morocco,Rabat,2018,119.52,63.75,125.9,3.41,2.96,7.69,8.83,266.48,3042.18,176.74,42.44,77.56
Morocco,Rabat,2018,60.88,29.88,62.12,2.18,0.31,7.87,3.88,275.41,2479.73,141.2,36.26,81.49
Morocco,Rabat,2018,143.65,77.72,138.36,0.6,1.8,6.25,6.13,154.66,13034.46,178.43,31.76,75.73
Morocco,Rabat,2018,130.97,61.06,119.36,3.62,1.95,11.83,7.18,177.55,7883.81,213.52,34.35,76.62
Morocco,Rabat,2018,103.45,64.5,83.4,3.42,2.61,13.92,4.31,291.87,7719.33,180.92,36.67,78.69
Morocco,Rabat,2018,70.02,48.24,70.43,1.04,2.7,10.02,6.45,158.27,2720.25,190.87,44.33,80.65
Morocco,Rabat,2019,112.87,56.64,85.3,3.84,2.87,7.43,6.3,160.15,6647.69,162.65,38.12,77.8
Morocco,Rabat,2019,195.32,123.65,189.8,1.66,0.45,12.98,9.78,245.24,10284.58,266.32,29.42,72.47
Morocco,Rabat,2019,138.48,92.28,117.24,3.4,1.74,5.31,8.81,397.4,10615.99,163.13,31.19,76.56
Morocco,Rabat,2019,133.4,66.25,128.63,0.64,2.62,11.67,8.79,305.25,9502.54,245.31,37.71,76.72
Morocco,Rabat,2019,74.96,46.18,63.41,2.53,2.5,10.73,4.12,327.1,5526.81,161.81,39.45,80.66
Morocco,Rabat,2019,144.46,95.65,132.25,1.17,1.59,6.44,6.52,278.8,8447.42,176.97,35.14,75.93
Morocco,Rabat,2019,174.79,97.59,157.5,3.39,1.36,4.79,9.47,62.11,9982.81,170.64,30.72,73.47
Morocco,Rabat,2019,136.19,61.15,115.66,0.95,0.94,6.12,5.98,388.56,13374.0,172.0,28.51,76.7
Morocco,Rabat,2019,165.1,87.47,144.26,3.35,2.27,8.45,6.74,243.56,8642.22,173.91,34.82,74.48
Morocco,Rabat,2019,101.56,41.22,91.31,3.15,0.75,7.45,7.53,87.41,1286.58,178.55,37.82,78.4
Morocco,Rabat,2019,109.02,58.37,82.54,0.79,2.54,12.13,8.76,162.94,4551.08,215.27,42.29,78.06
Morocco,Rabat,2019,155.78,93.87,128.14,2.49,1.89,5.71,6.09,126.04,13774.15,154.67,29.41,74.87
Morocco,Rabat,2019,128.27,61.72,107.44,2.85,1.42,12.26,7.42,290.43,6797.8,216.55,34.61,77.03
Morocco,Rabat,2019,148.69,73.16,120.61,4.15,1.06,5.01,10.0,263.07,11336.12,211.72,27.7,75.61
Morocco,Rabat,2019,130.47,71.0,108.17,2.78,2.5,13.54,5.48,176.2,9204.73,222.41,35.52,76.65
Morocco,Rabat,2019,130.8,85.38,92.32,1.04,2.28,12.34,6.01,243.93,11055.77,230.46,34.76,76.77
Morocco,Rabat,2019,77.14,46.88,62.5,1.77,2.52,8.46,6.86,309.8,3467.15,187.18,42.34,80.48
Morocco,Rabat,2019,112.64,66.37,82.81,1.51,2.09,8.74,9.13,371.86,5841.75,185.64,38.91,78.23
Morocco,Rabat,2019,186.64,88.56,204.41,3.94,0.73,13.81,6.06,221.68,10511.7,241.15,27.73,73.0
Morocco,Rabat,2019,140.84,57.7,135.48,2.98,0.47,6.52,6.41,141.92,12501.32,158.74,25.92,75.89
Morocco,Rabat,2019,117.13,68.13,122.48,3.18,0.92,8.46,6.34,394.74,10546.42,166.14,29.04,77.98
Morocco,Rabat,2019,92.61,55.27,88.6,0.82,2.25,11.17,4.28,117.88,5050.52,153.74,40.88,79.06
Morocco,Rabat,2019,126.9,79.3,103.21,3.27,0.64,4.18,7.25,259.57,12394.74,144.16,26.26,77.06
Morocco,Rabat,2019,112.53,51.96,112.64,2.88,1.64,8.06,8.87,281.54,7887.07,216.05,34.14,78.06
Morocco,Rabat,2020,117.98,74.22,101.01,4.28,2.21,12.1,8.11,331.97,4169.44,233.74,38.18,77.8
Morocco,Rabat,2020,143.08,91.26,129.6,2.79,2.81,5.13,3.98,68.53,12101.64,120.75,33.54,75.6
Morocco,Rabat,2020,115.4,52.61,88.06,1.61,1.78,9.98,3.37,226.93,10591.55,168.4,33.15,77.76
Morocco,Rabat,2020,73.84,33.48,79.32,1.51,1.17,6.86,5.77,294.97,4502.65,168.16,37.49,80.67
Morocco,Rabat,2020,78.01,43.2,56.0,0.74,2.59,9.35,4.44,319.84,4038.57,171.35,43.0,80.44
Morocco,Rabat,2020,179.64,119.42,143.26,3.32,2.97,10.04,8.57,381.4,9688.34,221.27,35.9,73.79
Morocco,Rabat,2020,92.93,45.3,77.91,1.14,2.31,9.23,4.34,102.73,2334.9,145.8,43.46,79.01
Morocco,Rabat,2020,72.19,29.03,73.57,1.61,2.37,8.53,4.39,272.3,1079.19,150.52,44.44,80.73
Morocco,Rabat,2020,104.55,59.17,99.31,2.75,2.39,9.51,7.3,85.83,1522.45,189.17,42.89,78.2
Morocco,Rabat,2020,146.32,83.26,140.72,0.96,1.7,10.43,5.05,199.9,12617.5,175.75,31.51,75.65
Morocco,Rabat,2020,180.79,79.9,186.23,1.73,1.87,10.43,4.69,89.96,14986.51,199.45,28.89,73.13
Morocco,Rabat,2020,137.23,87.4,124.22,4.43,2.59,13.36,6.51,218.39,4424.75,217.25,38.91,76.29
Morocco,Rabat,2020,95.38,55.58,87.07,0.62,2.23,10.26,8.04,119.21,6762.71,219.2,39.29,78.88
Morocco,Rabat,2020,174.04,119.3,185.83,3.71,2.19,12.62,6.7,237.24,4902.7,212.05,37.94,73.87
Morocco,Rabat,2020,161.78,99.64,174.6,3.82,1.13,9.58,5.81,70.23,14739.71,197.59,24.84,74.35
Morocco,Rabat,2021,91.57,56.3,98.76,0.76,1.07,6.33,5.25,132.14,8858.06,163.13,33.57,79.16
Morocco,Rabat,2021,225.64,106.08,170.25,3.54,0.84,11.54,8.11,105.38,11472.81,211.72,27.5,70.17
Morocco,Rabat,2021,127.57,72.5,131.71,0.62,0.96,7.79,6.24,62.14,2845.16,157.89,39.41,76.62
Morocco,Rabat,2021,65.49,36.09,50.91,2.22,2.89,10.16,4.26,332.6,1069.03,148.55,45.37,81.3
Morocco,Rabat,2021,171.47,105.06,183.51,1.18,1.8,9.98,5.68,275.46,12652.53,191.88,31.57,74.12
Morocco,Rabat,2021,83.17,45.51,75.79,1.32,2.66,4.13,8.85,160.75,3920.14,164.73,42.75,79.78
Morocco,Rabat,2021,83.62,53.09,76.18,0.57,1.59,6.7,3.95,371.69,8638.19,141.5,35.56,80.17
Morocco,Rabat,2021,115.87,65.78,91.83,1.72,1.16,4.17,3.49,147.32,14278.67,108.2,27.47,77.57
Morocco,Rabat,2021,108.94,44.65,104.26,1.08,0.54,4.93,6.46,165.8,14892.77,170.12,25.63,78.07
Morocco,Rabat,2021,162.7,88.53,164.02,3.81,2.78,12.99,5.04,260.27,8381.07,216.1,36.14,74.67
Morocco,Rabat,2021,138.55,57.51,139.28,3.22,2.89,7.63,7.63,199.17,6909.41,163.82,38.53,76.16
Morocco,Rabat,2021,161.1,86.88,146.66,2.49,2.16,10.21,6.18,277.45,14218.67,196.39,29.76,74.82
Morocco,Rabat,2021,145.1,84.92,146.73,1.74,0.45,9.06,7.08,178.94,9000.94,205.57,30.6,75.68
Morocco,Rabat,2021,150.63,72.3,152.16,1.85,0.92,12.75,4.98,215.16,12845.11,188.96,28.07,75.39
Morocco,Rabat,2021,132.92,65.55,127.72,1.39,2.2,13.77,3.31,255.49,8059.31,190.61,37.14,76.65
Morocco,Rabat,2021,172.6,70.98,172.9,1.24,1.84,4.77,6.59,277.56,13910.31,152.24,30.38,74.05
Morocco,Rabat,2021,136.58,89.56,130.31,1.07,1.22,12.82,9.6,229.91,5169.7,242.91,37.42,76.35
